ID,Site name,Longitude,Latitude,Altitude,Pinus
2468,SET_32,101.33 ,29.33 ,3603,26.6382 
2469,LC_01,92.39 ,29.78 ,4930,4.8276 
2470,LC_02,92.39 ,29.79 ,5001,2.8517 
2471,LC_03,92.39 ,29.79 ,5001,2.4809 
2472,LC_04,93.92 ,30.01 ,3527,6.0177 
2473,LC_05,94.43 ,29.81 ,4050,16.7229 
2474,LC_06,94.46 ,29.83 ,4132,6.5164 
2475,LC_07,94.61 ,29.77 ,4150,7.8103 
2476,LC_08,94.61 ,29.76 ,4077,9.5238 
2477,LC_09,96.67 ,29.49 ,3920,21.0576 
2478,LC_10,96.72 ,29.65 ,4431,4.4990 
2479,LC_11,99.55 ,30.31 ,4460,10.1093 
2480,LC_12,99.56 ,30.32 ,4480,13.2646 
2481,05-Mo-2,105.34 ,47.87 ,1010,7.1253 
2482,05-Mo-3,105.34 ,47.87 ,1010,8.4785 
2483,05-Mo-4,104.53 ,47.22 ,1334,4.2035 
2484,05-Mo-5,104.63 ,47.14 ,1355,9.5128 
2485,05-Mo-7,102.67 ,46.93 ,1632,9.6296 
2486,05-Mo-8,102.67 ,46.93 ,1631,7.7966 
2487,05-Mo-9,102.67 ,46.93 ,1630,7.2941 
2488,05-Mo-10,102.67 ,46.93 ,1630,6.2791 
2489,05-Mo-11,101.73 ,46.70 ,2072,5.7554 
2490,05-Mo-12,101.73 ,46.70 ,2075,12.0283 
2491,05-Mo-13,101.76 ,46.61 ,2275,3.8462 
2492,05-Mo-14,101.78 ,46.62 ,2250,9.9057 
2493,05-Mo-15,101.77 ,46.58 ,2253,10.6635 
2494,05-Mo-16,101.77 ,46.57 ,2307,7.4941 
2495,05-Mo-17,101.81 ,46.55 ,2428,10.6267 
2496,05-Mo-18,101.81 ,46.55 ,2428,7.8075 
2497,05-Mo-19,101.79 ,46.56 ,2372,3.2258 
2498,05-Mo-20,101.79 ,46.57 ,2345,3.8554 
2499,05-Mo-21,101.72 ,46.66 ,2095,4.5249 
2500,05-Mo-22,101.71 ,46.98 ,2096,9.2910 
2501,05-Mo-23,101.41 ,46.98 ,2670,12.5301 
2502,05-Mo-24,101.89 ,47.46 ,1537,5.3787 
2503,05-Mo-25,101.88 ,47.47 ,1532,21.9451 
2504,05-Mo-26,101.98 ,47.44 ,1535,5.3613 
2505,05-Mo-27,102.36 ,47.61 ,1363,10.0793 
2506,05-Mo-28,102.36 ,47.63 ,1356,10.0467 
2507,05-Mo-29,102.54 ,47.64 ,1360,9.1566 
2508,05-Mo-30,102.63 ,47.78 ,1330,4.3841 
2509,05-Mo-31,102.63 ,47.78 ,1330,4.3243 
2510,05-Mo-32,102.73 ,47.78 ,1341,1.6787 
2511,05-Mo-33,103.25 ,47.88 ,1173,3.9535 
2512,05-Mo-34,103.25 ,47.88 ,1174,3.7209 
2513,05-Mo-35,103.24 ,47.88 ,1178,8.0610 
2514,05-Mo-36,104.26 ,47.83 ,945,11.9332 
2515,05-Mo-38,104.54 ,46.79 ,1444,7.7859 
2516,"Telmen Nuur,1A",97.49 ,48.83 ,1580,3.1941 
2517,"Kholboo Nuur, 2A",97.16 ,49.01 ,2024,6.2654 
2518,"Khunt Nuur, 3A",97.18 ,49.05 ,1952,5.0536 
2519,"Ulaan Nuur,4A",97.19 ,49.09 ,2074,2.9727 
2520,"Tsegtsegt Nuur,5A",97.18 ,49.10 ,2077,4.5673 
2521,"Buvst Nuur, 6A",97.42 ,49.15 ,2218,1.2500 
2522,"Oigon Nuur, 7B",96.64 ,49.15 ,1737,5.8685 
2523,"Baga Nuur, 9A",95.97 ,48.43 ,1988,1.2717 
2524,"Khar Nuur, 10B",96.19 ,48.35 ,1983,2.6217 
2525,"Knolboo Nuur, 11A",95.42 ,48.58 ,1563,0.0000 
2526,"Bayan Nuur, 12B",95.17 ,48.46 ,1518,1.8226 
2527,"Zegst Nuur, 13A",95.22 ,48.43 ,1640,3.4138 
2528,"Khunt Nuur,14A",95.27 ,48.46 ,1528,3.3613 
2529,"Gashuun Nuur, 15B",95.34 ,48.48 ,1609,4.9822 
2530,"Tsagaan Nuur,16A",95.27 ,48.94 ,1475,7.3383 
2531,"Olgoin Nuur, 17A",94.92 ,48.93 ,1429,2.6379 
2532,"Tsagaan Nuur,18A",94.87 ,48.91 ,1399,4.1909 
2533,Khyargas Nuur，19A,93.32 ,49.08 ,1030,15.6522 
2534,"Airag Nuur, 20A",93.36 ,48.92 ,1034,7.7936 
2535,"Zost Nuur,21A",93.31 ,48.90 ,1040,6.0190 
2536,"Khar Nuur II, 22A",93.24 ,48.19 ,1130,4.6595 
2537,"Dalai Nuur, 23A",92.71 ,48.32 ,1173,3.6232 
2538,"Khar Us Nuur, 24B",92.24 ,48.36 ,1130,4.1469 
2539,"Jijig Doroo, 25B",90.68 ,48.24 ,2853,2.3596 
2540,"Doroo nuur, 26A",90.66 ,48.24 ,2896,1.7773 
2541,"Kettle 1, 27A",90.63 ,48.52 ,2370,2.1480 
2542,"Kettle 2, 28A",90.63 ,48.52 ,2370,2.8470 
2543,"Khag Nuur, 29A",90.60 ,48.56 ,2423,2.5393 
2544,"Aral2 Nuur, 30A",90.63 ,48.51 ,2375,1.7986 
2545,"Zagas nuur, 31A",90.61 ,48.51 ,2377,3.0266 
2546,"Jijig Tolbo, 32A",90.21 ,48.45 ,2085,1.7199 
2547,"Alpine Khar Nuur, 33A",90.05 ,48.38 ,2510,3.4856 
2548,"Tolbo Nuur, 34A",90.03 ,48.58 ,2076,9.8504 
2549,"Shar Nuur, 35A",89.88 ,48.78 ,1975,7.5908 
2550,"Bayan Nuur II, 36B",90.92 ,48.84 ,1576,3.1941 
2551,"Jijig bayan II, 37A",90.93 ,48.85 ,1582,2.4661 
2552,"Zuun Khol Nuur, 38B",90.63 ,49.39 ,1435,9.2551 
2553,"Achit Nuur, 39A",90.65 ,49.46 ,1435,21.4286 
2554,"Jijig Achit, 40A",90.70 ,49.56 ,1438,5.9394 
2555,"Baga Nuur, 41A",90.80 ,49.51 ,1543,4.9261 
2556,"Shaazgaai Nuur, 42A",91.28 ,49.23 ,1698,5.7310 
2557,"Khar Us Nuur II, 43A",91.95 ,49.12 ,1572,3.0108 
2558,"Shar Bogd Nuur, 44A",92.13 ,49.63 ,1384,6.8161 
2559,"Xox Nuur, 45A",91.73 ,49.82 ,1928,16.2393 
2560,"Jijig Xox Nuur, 46A",91.76 ,49.80 ,1738,4.1420 
2561,"Khag Nuur, 47A",91.36 ,50.18 ,1735,2.9727 
2562,"Ureg Nuur, 49A",91.12 ,50.20 ,1426,30.1471 
2563,"Baga Nuur, 50A",92.89 ,50.02 ,762,16.9205 
2564,"Uvs Nuur, 51B",92.88 ,50.04 ,759,10.7399 
2565,"Bayan Nuur III, 52A",93.95 ,49.98 ,930,20.1729 
2566,"Baga Nuur IV, 53A",93.84 ,49.92 ,983,3.4156 
2567,"Zoog Nuur,54A",95.12 ,49.37 ,2031,3.8278 
2568,Tsagaan-P S-1,92.80 ,47.11 ,1142,2.3092 
2569,"Chagan-P, S-2",99.74 ,48.17 ,2061,0.0000 
2570,"Har-P, S-1",93.04 ,48.11 ,1131,3.8509 
2571,Qil-35,101.27 ,37.73 ,3370,0.4458 
2572,Qil-50m,101.35 ,37.59 ,3200,0.1387 
2573,Qil-52a,100.47 ,37.82 ,3540,0.1978 
2574,Qil-54,100.20 ,38.05 ,4070,0.0000 
2575,Qil-55,100.20 ,38.05 ,3720,1.4184 
2576,Qil-57,100.20 ,38.05 ,3458,0.4065 
2577,Qil-58,100.20 ,38.05 ,3090,0.0000 
2578,Qil-59,100.30 ,38.12 ,2857,1.2579 
2579,Qil-60,100.56 ,38.03 ,3084,0.1988 
2580,Qil-61,100.60 ,38.03 ,3101,0.0000 
2581,Qil-102a,101.55 ,37.05 ,2661,0.2105 
2582,Qil-103,101.55 ,37.08 ,2789,0.0000 
2583,Qil-104,101.55 ,37.20 ,2958,0.8065 
2584,Qil-105,101.48 ,37.32 ,2945,0.3697 
2585,Qil-106,101.44 ,37.33 ,3135,0.2439 
2586,Qill-107,101.40 ,37.34 ,3787,0.5865 
2587,Qil-108,101.38 ,37.34 ,3642,0.2381 
2588,Qil-109,101.37 ,37.34 ,3380,0.5093 
2589,Qil-200m,101.35 ,37.59 ,3200,0.5579 
2590,1月13日,99.45 ,41.22 ,1300,0.0000 
2591,1月12日,99.40 ,40.83 ,1410,0.5102 
2592,1月7日,99.38 ,40.43 ,1330,0.1709 
2593,1月6日,99.20 ,40.35 ,1280,0.5348 
2594,01-3.97,101.60 ,38.40 ,2377,0.3617 
2595,1月11日,99.49 ,40.53 ,1330,0.0000 
2596,01-5.99,99.60 ,39.28 ,1530,0.8969 
2597,1月23日,99.67 ,41.85 ,970,1.1268 
2598,1月18日,100.80 ,41.73 ,979,0.1742 
2599,1月15日,99.78 ,41.50 ,1010,1.7578 
2600,1月27日,100.98 ,41.67 ,900,0.5935 
2601,1月25日,99.63 ,42.93 ,1000,0.6667 
2602,00-24.132,99.63 ,41.88 ,960,0.0000 
2603,01-24.131,99.63 ,41.88 ,960,0.1460 
2604,1月16日,99.83 ,41.55 ,960,0.3945 
2605,00-2,100.58 ,41.72 ,910,0.4386 
2606,00-23,100.62 ,41.87 ,910,0.0000 
2607,00-31,98.80 ,39.80 ,1300,0.2331 
2608,00-12,101.57 ,42.11 ,1000,0.0000 
2609,00-18,99.99 ,41.86 ,960,0.3704 
2610,00-7,102.90 ,42.11 ,1000,0.8197 
2611,00-15,100.42 ,41.79 ,960,0.3350 
2612,00-25,99.83 ,41.55 ,960,0.3690 
2613,00-26,99.47 ,41.28 ,960,0.1508 
2614,00-32,98.98 ,39.47 ,1500,0.7684 
2615,00-16,100.21 ,41.78 ,960,0.0000 
2616,00-22,100.30 ,42.16 ,950,1.3514 
2617,00-27,99.41 ,40.87 ,1350,0.0000 
2618,00-24,100.21 ,41.76 ,950,0.0000 
2619,00-28,99.41 ,40.84 ,1400,0.0000 
2620,00-33,99.27 ,39.30 ,1670,0.0000 
2621,00-9,102.51 ,41.94 ,1100,0.8097 
2622,00-4,101.03 ,42.34 ,910,0.0000 
2623,00-5,100.97 ,42.35 ,900,0.0000 
2624,00-6,100.85 ,42.17 ,930,0.0000 
2625,00-19,100.96 ,42.35 ,900,0.0000 
2626,00-17,99.85 ,41.89 ,1000,0.5338 
2627,Jss-001,130.50 ,30.30 ,1600,2.1700 
2628,Jss-002,130.33 ,31.50 ,25,54.1100 
2629,Jss-003,130.58 ,31.77 ,45,21.7100 
2630,Jss-004,130.47 ,31.80 ,296,7.6400 
2631,Jss-005,130.45 ,31.80 ,295,29.6000 
2632,Jss-006,130.95 ,31.85 ,505,30.7400 
2633,Jss-007,130.97 ,31.87 ,305,8.7600 
2634,Jss-008,130.85 ,31.90 ,1010,21.4700 
2635,Jss-009,130.85 ,31.93 ,1225,10.6600 
2636,Jss-010,130.82 ,31.95 ,1130,13.8700 
2637,Jss-011,130.83 ,31.95 ,1349,26.2700 
2638,Jss-012,130.85 ,32.05 ,1280,42.2700 
2639,Jss-013,130.52 ,32.58 ,10,24.1200 
2640,Jss-014,130.50 ,32.58 ,5,46.0200 
2641,Jss-015,130.47 ,32.62 ,50,55.5300 
2642,Jss-016,130.25 ,32.62 ,0,0.0000 
2643,Jss-017,130.25 ,32.73 ,670,39.7800 
2644,Jss-018,130.73 ,32.82 ,35,6.3300 
2645,Jss-019,130.53 ,32.88 ,0,20.9200 
2646,Jss-020,131.02 ,32.92 ,490,12.9900 
2647,Jss-021,130.88 ,32.92 ,180,21.1100 
2648,Jss-022,130.48 ,32.95 ,25,25.0300 
2649,Jss-023,132.87 ,32.97 ,3,17.9600 
2650,Jss-024,132.88 ,32.97 ,3,23.6900 
2651,Jss-025,130.90 ,32.98 ,410,38.4900 
2652,Jss-026,131.30 ,33.20 ,770,3.2400 
2653,Jss-027,131.29 ,33.20 ,770,83.1700 
2654,Jss-028,133.37 ,33.42 ,0,43.1000 
2655,Jss-029,133.53 ,33.55 ,10,19.5300 
2656,Jss-030,133.08 ,33.60 ,1220,41.4200 
2657,Jss-031,133.10 ,33.70 ,680,12.8000 
2658,Jss-032,135.98 ,33.70 ,4,15.8400 
2659,Jss-033,133.10 ,33.72 ,980,8.9600 
2660,Jss-034,135.65 ,33.72 ,5,23.0600 
2661,Jss-035,133.15 ,33.75 ,1400,9.3600 
2662,Jss-036,130.67 ,33.77 ,50,83.9600 
2663,Jss-037,133.22 ,33.78 ,1600,31.7900 
2664,Jss-038,133.18 ,33.78 ,1600,13.8700 
2665,Jss-039,133.20 ,33.78 ,1600,16.8400 
2666,Jss-040,130.97 ,33.82 ,2,3.2800 
2667,Jss-041,132.80 ,33.85 ,115,37.0200 
2668,Jss-042,132.82 ,33.85 ,115,20.9800 
2669,Jss-043,133.82 ,33.93 ,600,19.4100 
2670,Jss-044,131.27 ,33.10 ,1098,9.7600 
2671,Jss-045,131.28 ,33.10 ,900,8.5400 
2672,Jss-046,131.27 ,34.17 ,860,20.5600 
2673,Jss-047,131.28 ,34.17 ,860,11.4800 
2674,Jss-048,130.92 ,34.22 ,0,55.0300 
2675,Jss-049,131.80 ,34.45 ,520,7.4200 
2676,Jss-050,131.58 ,34.48 ,390,28.6500 
2677,Jss-051,136.17 ,34.52 ,600,6.4300 
2678,Jss-052,136.18 ,34.53 ,600,21.9600 
2679,Jss-053,135.83 ,34.63 ,70,71.1100 
2680,Jss-054,135.83 ,34.65 ,70,83.7700 
2681,Jss-055,136.00 ,34.67 ,464,33.3600 
2682,Jss-056,136.00 ,34.68 ,474,47.3600 
2683,Jss-057,132.17 ,34.70 ,800,53.5400 
2684,Jss-058,132.38 ,34.72 ,720,46.6700 
2685,Jss-059,136.25 ,34.72 ,790,28.2800 
2686,Jss-060,137.63 ,34.75 ,3,76.9300 
2687,Jss-061,137.67 ,34.80 ,2,82.4900 
2688,Jss-062,139.10 ,34.92 ,186,70.2000 
2689,Jss-063,136.50 ,35.00 ,1170,38.7800 
2690,Jss-064,135.87 ,35.20 ,1060,17.1300 
2691,Jss-065,135.88 ,35.22 ,950,12.1400 
2692,Jss-066,135.83 ,35.23 ,810,44.9500 
2693,Jss-067,134.50 ,35.33 ,1470,69.0900 
2694,Jss-068,133.65 ,35.33 ,700,25.5900 
2695,Jss-069,134.07 ,35.35 ,970,38.7800 
2696,Jss-070,134.52 ,35.35 ,1490,20.3900 
2697,Jss-071,134.65 ,35.35 ,580,45.4400 
2698,Jss-072,139.32 ,35.42 ,21,48.4900 
2699,Jss-073,139.32 ,35.42 ,21,53.9300 
2700,Jss-074,134.57 ,35.42 ,610,13.8300 
2701,Jss-075,135.82 ,35.45 ,490,66.3400 
2702,Jss-076,135.78 ,35.05 ,100,22.5000 
2703,Jss-077,135.88 ,35.52 ,20,10.7300 
2704,Jss-078,140.17 ,35.52 ,12,63.2700 
2705,Jss-079,140.15 ,35.53 ,8,55.1100 
2706,Jss-080,136.12 ,35.55 ,300,32.9900 
2707,Jss-081,135.78 ,35.07 ,100,5.3800 
2708,Jss-082,139.75 ,35.68 ,3,18.0400 
2709,Jss-083,140.20 ,35.68 ,100,90.9100 
2710,Jss-084,140.57 ,35.70 ,4,61.2300 
2711,Jss-085,140.57 ,35.72 ,6,52.1700 
2712,Jss-086,135.13 ,35.73 ,160,55.5600 
2713,Jss-087,140.57 ,35.73 ,6,59.5600 
2714,Jss-088,139.80 ,35.82 ,10,18.7500 
2715,Jss-089,139.77 ,35.82 ,20,23.4000 
2716,Jss-090,139.87 ,35.82 ,2,27.4700 
2717,Jss-091,136.18 ,35.08 ,120,62.5000 
2718,Jss-092,137.50 ,35.87 ,2000,27.7300 
2719,Jss-093,138.18 ,35.88 ,1800,26.0400 
2720,Jss-094,139.68 ,35.88 ,8,10.7600 
2721,Jss-095,139.83 ,35.95 ,10,45.0600 
2722,Jss-096,139.90 ,35.95 ,15,75.0000 
2723,Jss-097,135.82 ,35.10 ,810,51.9700 
2724,Jss-098,135.83 ,35.10 ,810,22.2500 
2725,Jss-099,139.60 ,36.22 ,50,67.6800 
2726,Jss-100,136.58 ,36.38 ,2,75.2700 
2727,Jss-101,136.55 ,36.43 ,20,19.3300 
2728,Jss-102,138.37 ,36.05 ,2130,16.3600 
2729,Jss-103,137.52 ,36.55 ,1620,13.1200 
2730,Jss-104,137.55 ,36.55 ,1950,10.4600 
2731,Jss-105,137.47 ,36.57 ,1180,5.8500 
2732,Jss-106,137.53 ,36.57 ,1860,3.8100 
2733,Jss-107,137.55 ,36.57 ,1880,14.7500 
2734,Jss-108,137.57 ,36.57 ,2230,23.6300 
2735,Jss-109,137.60 ,36.57 ,2400,25.4400 
2736,Jss-110,137.45 ,36.57 ,1050,5.7400 
2737,Jss-111,137.47 ,36.57 ,1070,6.2300 
2738,Jss-112,138.50 ,36.68 ,1750,12.2500 
2739,Jss-113,137.77 ,36.70 ,800,24.9900 
2740,Jss-114,137.77 ,36.72 ,800,47.6200 
2741,Jss-115,137.77 ,36.73 ,800,53.5400 
2742,Jss-116,137.80 ,36.75 ,1400,9.1900 
2743,Jss-117,137.78 ,36.75 ,1000,30.3100 
2744,Jss-118,139.45 ,36.75 ,1400,3.8500 
2745,Jss-119,137.80 ,36.77 ,1800,26.6700 
2746,Jss-120,138.05 ,36.77 ,600,21.8700 
2747,Jss-121,139.45 ,36.77 ,1400,47.6700 
2748,Jss-122,139.43 ,36.77 ,1400,3.4100 
2749,Jss-123,139.05 ,36.78 ,1200,33.0200 
2750,Jss-124,138.13 ,36.85 ,2000,8.9000 
2751,Jss-125,138.15 ,36.85 ,1400,13.1100 
2752,Jss-126,139.35 ,36.87 ,2000,22.1700 
2753,Jss-127,139.37 ,36.87 ,2000,9.4300 
2754,Jss-128,138.13 ,36.87 ,2100,8.4900 
2755,Jss-129,138.15 ,36.87 ,1500,18.9100 
2756,Jss-130,138.13 ,36.88 ,1900,9.1800 
2757,Jss-131,138.13 ,36.90 ,1700,18.0700 
2758,Jss-132,139.22 ,36.92 ,1400,36.9800 
2759,Jss-133,139.23 ,36.93 ,1400,48.8600 
2760,Jss-134,139.62 ,37.22 ,1100,56.1300 
2761,Jss-135,139.57 ,37.25 ,850,17.3600 
2762,Jss-136,141.00 ,37.43 ,13,85.0600 
2763,Jss-137,140.08 ,37.47 ,519,43.5400 
2764,Jss-138,140.88 ,37.05 ,5,80.6200 
2765,Jss-139,140.03 ,37.55 ,530,49.3100 
2766,Jss-140,140.05 ,37.55 ,530,51.1000 
2767,Jss-141,141.00 ,37.63 ,10,20.4500 
2768,Jss-142,140.32 ,37.68 ,560,70.4500 
2769,Jss-143,140.33 ,37.70 ,20,53.7600 
2770,Jss-144,140.18 ,37.70 ,1700,30.0000 
2771,Jss-145,140.20 ,37.70 ,1950,26.8700 
2772,Jss-146,140.20 ,37.72 ,1800,27.1200 
2773,Jss-147,140.18 ,37.72 ,1500,23.9200 
2774,Jss-148,140.10 ,37.73 ,1460,21.7100 
2775,Jss-149,140.18 ,37.73 ,1460,20.9500 
2776,Jss-150,140.98 ,37.75 ,2,13.7500 
2777,Jss-151,140.32 ,37.75 ,0,57.9500 
2778,Jss-152,140.92 ,37.87 ,4,63.3300 
2779,Jss-153,140.57 ,37.92 ,550,33.3300 
2780,Jss-154,139.62 ,37.15 ,1365,17.6500 
2781,Jss-155,140.75 ,38.00 ,10,86.0000 
2782,Jss-156,140.78 ,38.00 ,50,32.5800 
2783,Jss-157,140.43 ,38.17 ,1690,24.5800 
2784,Jss-158,140.35 ,38.18 ,1430,44.9000 
2785,Jss-159,140.77 ,38.22 ,185,47.3200 
2786,Jss-160,140.67 ,38.23 ,18,45.2700 
2787,Jss-161,140.92 ,38.25 ,10,6.7200 
2788,Jss-162,140.30 ,38.30 ,95,38.2100 
2789,Jss-163,140.82 ,38.33 ,270,48.3100 
2790,Jss-164,141.30 ,38.43 ,2,63.1600 
2791,Jss-165,141.33 ,38.43 ,0,58.9500 
2792,Jss-166,140.02 ,38.53 ,1978,49.4200 
2793,Jss-167,141.20 ,38.55 ,7,50.5000 
2794,Jss-168,140.70 ,38.57 ,400,62.9600 
2795,Jss-169,141.10 ,38.62 ,4,33.3300 
2796,Jss-170,140.70 ,38.70 ,375,24.7700 
2797,Jss-171,140.73 ,38.80 ,460,6.0600 
2798,Jss-172,140.73 ,38.80 ,460,15.6300 
2799,Jss-173,140.30 ,38.08 ,280,23.5900 
2800,Jss-174,141.15 ,38.83 ,50,6.8300 
2801,Jss-175,140.80 ,38.88 ,708,8.7900 
2802,Jss-176,140.80 ,38.90 ,697,20.7300 
2803,Jss-177,140.78 ,38.90 ,697,8.3300 
2804,Jss-178,140.78 ,38.92 ,697,12.7700 
2805,Jss-179,140.80 ,38.92 ,707,14.4300 
2806,Jss-180,140.77 ,38.97 ,700,17.5800 
2807,Jss-181,140.85 ,38.13 ,10,1.1300 
2808,Jss-182,140.42 ,38.15 ,1430,34.8200 
2809,Jss-183,141.62 ,39.00 ,10,45.4500 
2810,Jss-184,139.83 ,39.00 ,1180,23.9100 
2811,Jss-185,140.05 ,39.35 ,12,19.8600 
2812,Jss-186,140.62 ,39.63 ,90,0.8000 
2813,Jss-187,140.08 ,39.72 ,6,76.0200 
2814,Jss-188,140.50 ,39.77 ,700,47.1800 
2815,Jss-189,141.20 ,39.80 ,230,61.7900 
2816,Jss-190,140.07 ,39.80 ,50,19.1500 
2817,Jss-191,140.07 ,39.82 ,10,18.5600 
2818,Jss-192,139.98 ,39.08 ,1500,32.8000 
2819,Jss-193,140.88 ,39.83 ,1140,28.7200 
2820,Jss-194,140.90 ,39.87 ,1140,33.9500 
2821,Jss-195,140.62 ,39.92 ,940,17.9800 
2822,Jss-196,140.28 ,39.92 ,420,32.2600 
2823,Jss-197,140.88 ,39.93 ,1450,20.4100 
2824,Jss-198,140.90 ,39.93 ,950,4.7100 
2825,Jss-199,140.88 ,39.95 ,1520,24.7600 
2826,Jss-200,140.88 ,39.97 ,1190,8.8300 
2827,Jss-201,140.93 ,40.62 ,77,12.8800 
2828,Jss-202,140.07 ,40.17 ,18,77.5800 
2829,Jss-203,140.03 ,40.23 ,6,55.3400 
2830,Jss-204,140.03 ,40.25 ,9,71.1700 
2831,Jss-205,140.58 ,40.32 ,90,32.6200 
2832,Jss-206,140.57 ,40.32 ,100,12.6300 
2833,Jss-207,140.42 ,40.42 ,1000,21.8700 
2834,Jss-208,140.80 ,40.43 ,1000,38.7200 
2835,Jss-209,140.83 ,40.55 ,860,22.2300 
2836,Jss-210,140.85 ,40.57 ,1000,3.1200 
2837,Jss-211,140.85 ,40.60 ,1200,6.7600 
2838,Jss-212,140.87 ,40.60 ,1200,21.8300 
2839,Jss-213,140.88 ,40.62 ,780,28.0300 
2840,Jss-214,140.92 ,40.68 ,560,2.0700 
2841,Jss-215,140.92 ,40.62 ,750,17.7800 
2842,Jss-216,140.83 ,40.62 ,1250,38.4600 
2843,Jss-217,140.30 ,40.63 ,350,41.5400 
2844,Jss-218,140.52 ,40.38 ,890,32.6600 
2845,Jss-219,140.85 ,40.67 ,1300,45.9200 
2846,Jss-220,140.85 ,40.65 ,1065,5.1100 
2847,Jss-221,140.92 ,40.68 ,550,44.4500 
2848,Jss-222,141.28 ,40.70 ,10,92.8600 
2849,Jss-223,140.80 ,40.78 ,15,86.2800 
2850,Jss-224,140.80 ,40.80 ,15,50.0000 
2851,Jss-225,140.45 ,40.83 ,5,83.8400 
2852,Jss-226,140.33 ,40.87 ,50,3.8500 
2853,Jss-227,140.32 ,40.93 ,20,43.2300 
2854,Jss-228,141.22 ,41.27 ,20,0.0000 
2855,Jss-229,141.27 ,41.30 ,20,4.6500 
2856,Jss-230,140.30 ,41.58 ,3,0.0000 
2857,Jss-231,140.67 ,41.97 ,130,23.5000 
2858,Jss-232,140.67 ,41.98 ,130,13.7200 
2859,Jss-233,142.20 ,42.43 ,100,30.4400 
2860,Jss-234,140.45 ,42.57 ,10,5.7300 
2861,Jss-235,140.32 ,42.62 ,95,2.3400 
2862,Jss-236,140.33 ,42.62 ,95,1.7700 
2863,Jss-237,140.30 ,42.62 ,95,0.0000 
2864,Jss-238,141.58 ,42.63 ,50,3.5800 
2865,Jss-239,141.68 ,42.67 ,1024,4.5300 
2866,Jss-240,141.72 ,42.70 ,0,16.9600 
2867,Jss-241,144.38 ,42.98 ,10,1.9600 
2868,Jss-242,144.23 ,43.03 ,10,1.3000 
2869,Jss-243,144.40 ,43.00 ,10,1.3900 
2870,Jss-244,144.28 ,43.00 ,10,8.2900 
2871,Jss-245,144.35 ,43.02 ,10,2.5200 
2872,Jss-246,144.38 ,43.02 ,10,1.2400 
2873,Jss-247,140.70 ,43.17 ,980,5.9400 
2874,Jss-248,144.10 ,43.27 ,260,4.6000 
2875,Jss-249,144.30 ,43.05 ,10,4.1000 
2876,Jss-250,144.33 ,43.03 ,10,3.3500 
2877,Jss-251,144.38 ,43.03 ,10,2.3400 
2878,Jss-252,143.97 ,43.37 ,630,3.0200 
2879,Jss-253,143.97 ,43.38 ,700,0.0000 
2880,Jss-254,143.95 ,43.38 ,700,1.0700 
2881,Jss-255,143.93 ,43.38 ,700,0.0000 
2882,Jss-256,144.13 ,43.40 ,355,1.3100 
2883,Jss-257,144.13 ,43.42 ,410,2.5400 
2884,Jss-258,144.12 ,43.42 ,410,3.5200 
2885,Jss-259,144.30 ,43.05 ,12,3.4300 
2886,Jss-260,144.30 ,43.02 ,10,7.9900 
2887,Jss-261,141.75 ,43.50 ,10,0.0000 
2888,Jss-262,142.82 ,43.50 ,1600,10.9400 
2889,Jss-263,142.88 ,43.60 ,1700,2.9800 
2890,Jss-264,141.60 ,43.68 ,850,3.6100 
2891,Jss-265,141.97 ,43.75 ,40,2.6800 
2892,Jss-266,144.37 ,43.08 ,10,2.2400 
2893,Jss-267,142.47 ,43.88 ,0,0.0000 
2894,Jss-268,142.95 ,43.92 ,860,0.0000 
2895,Jss-269,144.33 ,43.93 ,5,1.6300 
2896,Jss-270,144.22 ,43.95 ,5,2.5900 
2897,Jss-271,144.22 ,43.97 ,5,1.0000 
2898,Jss-272,145.02 ,43.98 ,420,0.0000 
2899,Jss-273,141.18 ,43.10 ,1024,1.8100 
2900,Jss-274,144.35 ,43.10 ,10,2.6500 
2901,Jss-275,144.33 ,43.10 ,10,2.3200 
2902,Jss-276,141.23 ,43.15 ,6,1.4700 
2903,Jss-277,145.08 ,44.02 ,750,27.8400 
2904,Jss-278,145.00 ,44.05 ,705,7.5800 
2905,Jss-279,145.08 ,44.12 ,239,3.4700 
2906,Jss-280,145.10 ,44.12 ,239,1.2000 
2907,Jss-281,145.07 ,44.12 ,239,1.2000 
2908,Jss-282,145.05 ,44.12 ,239,2.7700 
2909,Jss-283,141.25 ,45.23 ,130,2.2700 
2910,Jss-284,141.03 ,45.43 ,0,27.6500 
2911,Jss-285,142.00 ,45.12 ,0,1.0300 
2912,HOKK_02,141.75 ,45.22 ,43,0.3500 
2913,SAKH_01,142.81 ,47.21 ,117,1.8300 
2914,SAKH_03,142.76 ,47.15 ,57,10.8733 
2915,SAKH_04,142.81 ,47.38 ,29,9.7310 
2916,SAKH_06,142.49 ,47.87 ,107,9.4391 
2917,SAKH_08,142.70 ,48.42 ,6,6.4106 
2918,SAKH_10,142.93 ,48.84 ,16,3.5104 
2919,SAKH_11,142.95 ,49.08 ,16,6.8714 
2920,SAKH_13,142.85 ,49.61 ,91,11.5412 
2921,SAKH_15,142.66 ,50.27 ,201,6.5100 
2922,SAKH_17,142.67 ,50.87 ,125,1.6798 
2923,SAKH_19,142.76 ,51.45 ,52,15.2885 
2924,SAKH_21,143.12 ,51.77 ,34,24.3376 
2925,SAKH_23,143.09 ,52.39 ,37,75.1525 
